order_id	order_date	status	item_name	parent_name	sku	qty	line_total	product_id	variation_id
43732	2024-09-23	wc-completed	Pangi Seed Shell Rattle	Pangi Seed Shell Rattle	MI-PS	1.0000	1950.0000	7356	0
43732	2024-09-23	wc-completed	Painted Egg Shakers - Artistically Designed	Painted Egg Shakers	MI-ES-P-A	1.0000	925.0000	7404	7416
43732	2024-09-23	wc-completed	Yoga Blanket made from Organic Cotton - Brown	Yoga Blanket made from Organic Cotton	Yo-BT-C-BW	2.0000	2790.0000	6668	6687
43732	2024-09-23	wc-completed	Ocean Drums - Design, 25 cms	Ocean Drums		1.0000	2350.0000	9529	9535
43732	2024-09-23	wc-completed	Yoga Belt/Strap for Sturdy Grip - Rose	Yoga Belt/Strap for Sturdy Grip	Yo-BL-D-RE	1.0000	345.0000	6530	6549
43732	2024-09-23	wc-completed	Crescent Zafu Meditation Cushion - Lavender	Crescent Zafu Meditation Cushion		1.0000	1085.0000	6734	9671
43732	2024-09-23	wc-completed	Zen Meditation Bench	Zen Meditation Bench	ME-Cu	1.0000	2850.0000	9763	0
43732	2024-09-23	wc-completed	Jala Neti Pot - Ceramic 185 ml - Lemon Yellow	Jala Neti Pot - Ceramic 185 ml	NP-LY-185	1.0000	245.0000	5769	6335
43732	2024-09-23	wc-completed	Ayurvedic Copper Bedroom Jar	Ayurvedic Copper Bedroom Jar	CB-BJ	1.0000	1245.0000	6289	0
43732	2024-09-23	wc-completed	7 Chakras Mystical Incense Sticks Set - 7 Chakra Set with Stand	7 Chakras Mystical Incense Sticks Set	IS-7C-S	1.0000	565.0000	7687	43292
43739	2024-09-24	wc-completed	Hi-Zafu Meditation Cushion filled with Buckwheat and Embroidered with Lotus - Light Grey	Hi-Zafu Meditation Cushion - Embroidered with Lotus	Me-C-HZ-LG-E-L	1.0000	1345.0000	9291	9377
43749	2024-09-24	wc-completed	Thunder Tube	Thunder Tube - Basic Edition	MI-TT-20	1.0000	1345.5000	7317	0
43749	2024-09-24	wc-completed	Pangi Seed Shell Rattle	Pangi Seed Shell Rattle	MI-PS	1.0000	1755.0000	7356	0
43749	2024-09-24	wc-completed	Wooden Mallets for Singing Bowls - Thick Wide, Red	Wooden Mallets for Singing Bowls	MI-SB-M-R-Wd-4.5	1.0000	256.5000	6978	43379
43750	2024-09-25	wc-completed	Rectangular Yoga Bolster made from Organic Cotton - Light Grey	Rectangular Yoga Bolster	Yo-BR-RE-LG	1.0000	1250.0000	9675	9676
43750	2024-09-25	wc-completed	Crescent Zafu Meditation Cushion - Rouge Pink Large	Crescent Zafu Meditation Cushion		1.0000	1085.0000	6734	6751
43751	2024-09-25	wc-completed	Tingsha Bell - Symbol, 3 in	Tingsha Bell		1.0000	1850.0000	5763	42353
43751	2024-09-25	wc-completed	Kenari Seed Shell Shaker with Handle	Kenari Seed Shell Shaker with Handle	MI-KS-H	1.0000	1450.0000	7349	0
43751	2024-09-25	wc-completed	Bamboo Rainstick - 60cms	Bamboo Rainstick	MI-RS-B-60	1.0000	1995.0000	7484	8763
43752	2024-09-25	wc-completed	Yoga Belt/Strap for Sturdy Grip - Green	Yoga Belt/Strap for Sturdy Grip	Yo-BL-D-GR	2.0000	690.0000	6530	6550
43763	2024-09-26	wc-completed	Copper Tongue Cleaner - Pack of 4, Straight	Copper Tongue Cleaner	TC-R-1	1.0000	395.0000	5042	7812
43785	2024-09-26	wc-completed	Wooden Mallets for Singing Bowls - Thick Wide, Black	Wooden Mallets for Singing Bowls	MI-SB-M-R-Wd-4.5	1.0000	285.0000	6978	43378
43803	2024-09-26	wc-completed	Yoga Bolster made from Organic Cotton - Navy Blue	Round Yoga Bolster	Yo-BR-R-NB	1.0000	1350.0000	6689	6693
43804	2024-09-26	wc-completed	Curved Diamond Groove Copper Bottle	Curved Diamond Groove Copper Bottle		1.0000	1099.0000	5934	5949
43805	2024-09-26	wc-completed	Sacred Symbols Singing Bowls - Black, 3.5 in	Sacred Symbols Singing Bowls	MI-SB-P-SS-BK-3.5	1.0000	1295.0000	10008	10012
43808	2024-09-27	wc-completed	Yoga Bolster made from Organic Cotton - Navy Blue	Round Yoga Bolster	Yo-BR-R-NB	2.0000	2700.0000	6689	6693
43809	2024-09-28	wc-completed	Bamboo Rainstick - 1m	Bamboo Rainstick	MI-RS-B-1M	1.0000	2495.0000	7484	8764
43810	2024-09-28	wc-completed	Singing Bowl with Mantra - Rustic Blue Colour - 7 Inches	Singing Bowl with Mantra - Rustic Blue Colour	MI-SB-RB-7	1.0000	1745.0000	6861	7287
43811	2024-09-28	wc-completed	Wooden Mallets for Singing Bowls - Long Firm-Standard, White	Wooden Mallets for Singing Bowls	MI-SB-M-R-Wd-4.5	1.0000	645.0000	6978	43384
43812	2024-09-28	wc-completed	Dumru/Dumroo Indian Handmade Percussion Instrument - 10cms, Dark Brown	Dumru/Dumroo Indian Handmade Percussion Instrument		1.0000	325.0000	5740	6910
43815	2024-09-28	wc-completed	Bamboo Rainstick - 1m	Bamboo Rainstick	MI-RS-B-1M	1.0000	2495.0000	7484	8764
43819	2024-09-29	wc-completed	Curved Hammered Copper Bottles	Curved Hammered Copper Bottles		1.0000	1199.0000	5495	5944
43820	2024-09-29	wc-completed	Zafu & Zabuton Meditation Cushion Combo - Lavender	Zafu & Zabuton Meditation Cushion Combo	Co-Me-C-Z-Zn-LR	1.0000	2650.0000	7177	9597
43821	2024-09-29	wc-completed	Bamboo Rainstick - 40cms	Bamboo Rainstick	MI-RS-B-40	1.0000	1345.5000	7484	8762
43822	2024-09-29	wc-completed	Bamboo Rainstick - 1m	Bamboo Rainstick	MI-RS-B-1M	1.0000	2495.0000	7484	8764
43823	2024-09-30	wc-completed	Kenari Bracelet	Kenari Bracelet	MI-KR-BT	1.0000	1350.0000	42323	0
43823	2024-09-30	wc-completed	Bamboo Rainstick - 1m	Bamboo Rainstick	MI-RS-B-1M	1.0000	2495.0000	7484	8764
43827	2024-09-30	wc-completed	Yoga Blanket made from Organic Cotton - Natural White	Yoga Blanket made from Organic Cotton	Yo-BT-C-NT	1.0000	1165.5000	6668	6688
43828	2024-09-30	wc-completed	Bamboo Rainstick - 60cms	Bamboo Rainstick	MI-RS-B-60	1.0000	1995.0000	7484	8763
43829	2024-10-01	wc-completed	Bamboo Rainstick - 1m	Bamboo Rainstick	MI-RS-B-1M	1.0000	2495.0000	7484	8764
43830	2024-10-01	wc-completed	7 Chakras Vintage - Copper Bottle	7 Chakras Vintage - Copper Bottle		2.0000	1990.0000	5682	5787
43832	2024-10-01	wc-completed	Eye Shaped Natural Lavender Scented Eye Pillows - Sage	Eye Shaped Natural Lavender Scented Eye Pillows	Yo-P-E-SE-1	1.0000	355.5000	9220	9225
43833	2024-10-02	wc-completed	Tingsha Bell - Symbol, 2.5 in	Tingsha Bell		1.0000	1575.0000	5763	42352
43833	2024-10-02	wc-completed	Kenari Seed Shell Shakers - Large	Kenari Seed Shell Shakers	MI-KR-S-L	1.0000	1755.0000	7472	7511
43833	2024-10-02	wc-completed	"Wooden Mallets for Singing Bowls - Long Soft-13"", Red"	Wooden Mallets for Singing Bowls	MI-SB-M-L-R-13	1.0000	765.0000	6978	43374
43835	2024-10-02	wc-completed	7 Chakras Vintage - Copper Bottle	7 Chakras Vintage - Copper Bottle		1.0000	995.0000	5682	5787
43836	2024-10-02	wc-completed	Zabuton Cushion for Meditation - Grey	Zabuton Cushion for Meditation	Me-C-Zn-GY	1.0000	1850.0000	6780	6795
43837	2024-10-03	wc-completed	Tuned Singing Bowls for Meditation & Healing - Handmade - Zen - 26cms			1.0000	8500.0000	6867	6869
43843	2024-10-03	wc-completed	Sarveda Handcrafted Zen Singing Bowl - 24cms	Vibroacoustic Therapy Bowls - Universal, Belly and Head		1.0000	8250.0000	8040	8050
43848	2024-10-04	wc-completed	Rectangular Yoga Bolster made from Organic Cotton - Sage	Rectangular Yoga Bolster	Yo-BR-RE-SE	1.0000	1250.0000	9675	9678
43849	2024-10-04	wc-completed	Tingsha Bell - Mantra, 2 in	Tingsha Bell		1.0000	1485.0000	5763	42354
43849	2024-10-04	wc-completed	Hammered Singing Bowl - 4 inch	Dotted Singing Bowl	MI-SB-H-4	1.0000	1480.5000	6892	6901
43850	2024-10-04	wc-completed	Ocean Drums - Design, 40 cms	Ocean Drums	MI-OD-D-40	1.0000	3105.0000	9529	9538
43852	2024-10-05	wc-completed	Copper Tongue Cleaner - Pack of 1, Ring	Copper Tongue Cleaner	TC-R-1	1.0000	145.0000	5042	7807
43858	2024-10-05	wc-completed	Wooden Mallets for Singing Bowls - Standard Wide, Red	Wooden Mallets for Singing Bowls	MI-SB-M-R-Wd-4.5	1.0000	255.0000	6978	43381
43859	2024-10-06	wc-completed	Shamanic Drum - Plain, 40 cms	Shamanic Drum	MI-SD-P-40	1.0000	4725.0000	7293	9589
43860	2024-10-07	wc-completed	Hammered Copper Bottle - Without Brush	Hammered Copper Bottle		1.0000	1099.0000	5688	5913
43862	2024-10-07	wc-completed	Curved Hammered Copper Bottles	Curved Hammered Copper Bottles		1.0000	1099.0000	5495	5943
43866	2024-10-07	wc-completed	Handmade Universal Bowl for Sound Healing	Handmade Universal Bowl for Sound Healing	MI-SB-HM-UN	1.0000	7650.0000	8143	0
43867	2024-10-07	wc-completed	Sacred Symbols Singing Bowls - Red, 5.5 in	Sacred Symbols Singing Bowls	MI-SB-P-SS-R-5.5	1.0000	1995.0000	10008	10020
43868	2024-10-08	wc-completed	Painted Egg Shakers - Artistically Designed	Painted Egg Shakers	MI-ES-P-A	1.0000	925.0000	7404	7416
43869	2024-10-08	wc-completed	Sarveda Crystal Bowls - 14 in	Crystal Bowls	MI-CB-W-14	1.0000	19750.0000	9777	9786
43876	2024-10-08	wc-completed	Zafu & Zabuton Meditation Cushion Combo with Lotus Embroidery - Misty Blue	Zafu & Zabuton Meditation Cushion Combo - Lotus Embroidery	Co-Me-C-Z-Zn-MB-E-L	1.0000	2850.0000	9312	9314
43877	2024-10-08	wc-completed	Ocean Drums - Plain, 35 cms	Ocean Drums	MI-OD-P-35	1.0000	2750.0000	9529	9533
43877	2024-10-08	wc-completed	Pangi Seed Shell Rattle	Pangi Seed Shell Rattle	MI-PS	1.0000	1950.0000	7356	0
43877	2024-10-08	wc-completed	Bamboo Rainstick - 1m	Bamboo Rainstick	MI-RS-B-1M	1.0000	2495.0000	7484	8764
43879	2024-10-08	wc-completed	7 Chakras Copper Water Bottles	7 Chakras Copper Water Bottles	CB-7CV-B	1.0000	1345.0000	6080	43440
43880	2024-10-08	wc-completed	Asalato/Aslatau or Kashaka Shaker - Single	Asalato/Aslatau or Kashaka Shaker	MI-AS	2.0000	2421.0000	7300	9111
43882	2024-10-09	wc-completed	Kenari Seed Shell Shakers - Large	Kenari Seed Shell Shakers	MI-KR-S-L	1.0000	1950.0000	7472	7511
43882	2024-10-09	wc-completed	Ocean Drums - Design, 35 cms	Ocean Drums	MI-OD-D-35	1.0000	2805.0000	9529	9537
43883	2024-10-09	wc-completed	Kenari Seed Shell Shakers - Large	Kenari Seed Shell Shakers	MI-KR-S-L	1.0000	1950.0000	7472	7511
43911	2024-10-09	wc-completed	Etched Flat/Wind/Tibetan Gong for Meditation & Sound Therapy - Shakti Chakra, 18 in	Etched Wind Gong	MI-G-ET-SC-18	1.0000	18950.0000	8846	10287
43914	2024-10-10	wc-completed	7 Chakras Copper Water Bottles	7 Chakras Copper Water Bottles	CB-7CV	1.0000	1245.0000	6080	43441
43915	2024-10-10	wc-completed	Jala Neti Pot - Ceramic 185 ml - Green	Jala Neti Pot - Ceramic 185 ml		1.0000	220.5000	5769	7971
43916	2024-10-10	wc-completed	Eye Shaped Natural Lavender Scented Eye Pillows - Navy Blue	Eye Shaped Natural Lavender Scented Eye Pillows	Yo-P-E-NB-1	2.0000	711.0000	9220	9223
43917	2024-10-10	wc-completed	Copper Tongue Cleaner - Pack of 2, Straight	Copper Tongue Cleaner	TC-R-1	1.0000	238.5000	5042	7810
43917	2024-10-10	wc-completed	Copper Bottle Gift Set - 7 Chakra - Gold	Copper Bottle Gift Set - 7 Chakra		1.0000	1575.0000	6638	6647
43917	2024-10-10	wc-completed	Neem Wood Combs - Small Comb	Neem Wood Combs	NWC-P	2.0000	243.0000	5038	5598
43935	2024-10-10	wc-completed	Sacred Symbols Singing Bowls - Black, 5.5 in	Sacred Symbols Singing Bowls	MI-SB-P-SS-BK-5.5	1.0000	1995.0000	10008	10014
43937	2024-10-10	wc-completed	Singing Bowls Silk Ring Cushion Accessories - 18 cms, Red	Singing Bowls Silk Ring Cushion Accessories	MI-SB-C-R-18	1.0000	345.0000	6988	7799
43941	2024-10-10	wc-completed	Natural Lavender Scented Eye Pillows - Grey	Natural Lavender Scented Eye Pillows	Yo-P-E-GY	1.0000	395.0000	6519	6526
43945	2024-10-11	wc-completed	Tibetan Buddhist Bell - Large 3.5*7in	Tibetan Buddhist Bell	MI-BB-3.5	1.0000	1665.0000	6973	9200
43948	2024-10-12	wc-completed	Copper Bottle Gift Set - 7 Chakra - Gold	Copper Bottle Gift Set - 7 Chakra		7.0000	12250.0000	6638	6647
43950	2024-10-12	wc-completed	Singing Bowl with Mantra - Rustic Blue Colour - 7 Inches	Singing Bowl with Mantra - Rustic Blue Colour	MI-SB-RB-7	1.0000	1570.5000	6861	7287
43951	2024-10-13	wc-completed	Hammered Singing Bowl - 5.5 inch	Dotted Singing Bowl	MI-SB-H-5.5	1.0000	2145.0000	6892	6902
43952	2024-10-13	wc-completed	Stainless Steel Straws - Pack of 2	Stainless Steel Straws	SSS-2	1.0000	157.5000	6505	6507
43952	2024-10-13	wc-completed	Asalato/Aslatau or Kashaka Shaker - Pair	Asalato/Aslatau or Kashaka Shaker	MI-AS	1.0000	2205.0000	7300	9112
43953	2024-10-13	wc-completed	Asalato/Aslatau or Kashaka Shaker - Single	Asalato/Aslatau or Kashaka Shaker	MI-AS	1.0000	1345.0000	7300	9111
43955	2024-10-13	wc-completed	Yoga Blanket made from Organic Cotton - Magenta	Yoga Blanket made from Organic Cotton	Yo-BT-C-MG	1.0000	1255.5000	6668	6686
43955	2024-10-13	wc-completed	11 Note Tongue Drum - White, 6 inches	11 Note Tongue Drum		1.0000	5265.0000	42373	42412
43956	2024-10-14	wc-completed	Wooden Maracas Shaker - Dot Painted			2.0000	2090.0000	7548	0
43961	2024-10-14	wc-completed	7 Chakras Copper Water Bottles	7 Chakras Copper Water Bottles	CB-7CV-B	1.0000	1210.5000	6080	43440
43962	2024-10-14	wc-completed	7-Key Kalimba Made from Coconut Shell - Painted - Dolphin	7-Key Kalimba Made from Coconut Shell - Painted & Plain	MI-KCS-PE	1.0000	950.0000	7661	7662
43963	2024-10-14	wc-completed	Bamboo Rainstick - 1m	Bamboo Rainstick	MI-RS-B-1M	1.0000	2245.5000	7484	8764
43971	2024-10-15	wc-completed	Jala Neti Pot - Ceramic 185 ml - Blue	Jala Neti Pot - Ceramic 185 ml	NP-B-185	1.0000	220.5000	5769	6918
43972	2024-10-15	wc-completed	Ocean Drums - Design, 40 cms	Ocean Drums	MI-OD-D-40	1.0000	3105.0000	9529	9538
43972	2024-10-15	wc-completed	Eye Shaped Natural Lavender Scented Eye Pillows - Navy Blue	Eye Shaped Natural Lavender Scented Eye Pillows	Yo-P-E-NB-1	1.0000	355.5000	9220	9223
43972	2024-10-15	wc-completed	Eye Shaped Natural Lavender Scented Eye Pillows - Rose	Eye Shaped Natural Lavender Scented Eye Pillows	Yo-P-E-RE-1	1.0000	355.5000	9220	9221
43972	2024-10-15	wc-completed	Yoga Blanket made from Organic Cotton - Brown	Yoga Blanket made from Organic Cotton	Yo-BT-C-BW	1.0000	1255.5000	6668	6687
43972	2024-10-15	wc-completed	Thunder Tube	Thunder Tube - Basic Edition	MI-TT-20	1.0000	1345.5000	7317	0
43979	2024-10-17	wc-completed	Yoga Bolster made from Organic Cotton - Rose	Round Yoga Bolster	Yo-BR-R-RE	1.0000	1350.0000	6689	6694
43983	2024-10-17	wc-completed	Ocean Drums - Plain, 35 cms	Ocean Drums	MI-OD-P-35	1.0000	2750.0000	9529	9533
43990	2024-10-18	wc-completed	Bamboo Rainstick - 1m	Bamboo Rainstick	MI-RS-B-1M	1.0000	2245.5000	7484	8764
43990	2024-10-18	wc-completed	7 Chakras Mystical Incense Sticks Set - Pure Lavender	7 Chakras Mystical Incense Sticks Set		1.0000	72.0000	7687	7692
43998	2024-10-19	wc-completed	Flower of Life with Sacred Symbols Singing Bowls - Brown, 10.5 in	Flower of Life with Sacred Symbols Singing Bowls	MI-SB-RFL-BR-10.5	1.0000	2190.0000	10035	10053
43998	2024-10-19	wc-completed	Flower of Life with Sacred Symbols Singing Bowls - Blue, 9 in	Flower of Life with Sacred Symbols Singing Bowls	MI-SB-RFL-B-9	1.0000	1750.0000	10035	10049
44000	2024-10-19	wc-completed	Copper Bottle Gift Set - 7 Chakra - Vintage	Copper Bottle Gift Set - 7 Chakra		2.0000	3500.0000	6638	6648
44001	2024-10-19	wc-completed	Natural Cotton Yoga Mats - Superior Grip - 7 Chakras	7 Chakras Superior Grip Yoga Mats	Yo-M-C-HG-O-MC-G	1.0000	2390.0000	42674	42759
44002	2024-10-20	wc-completed	Eco-Friendly Neem Wood Toothbrush - Pack of 4	Eco-Friendly Neem Wood Toothbrush	NTB-4	1.0000	365.0000	5037	5605
44003	2024-10-20	wc-completed	7 Chakras Copper Water Bottles	7 Chakras Copper Water Bottles	CB-7CV-B	1.0000	1210.5000	6080	43440
44004	2024-10-20	wc-completed	Dumru/Dumroo Indian Handmade Percussion Instrument - 8cms, Dark Brown	Dumru/Dumroo Indian Handmade Percussion Instrument		2.0000	590.0000	5740	6903
44005	2024-10-20	wc-completed	Eco-Friendly Neem Wood Toothbrush - Pack of 4	Eco-Friendly Neem Wood Toothbrush	NTB-4	1.0000	365.0000	5037	5605
44005	2024-10-20	wc-completed	Natural Cotton Yoga Mat - Superior Grip - Lotus	Lotus Superior Grip Yoga Mat	Yo-M-L-HG-O-MC-DG	1.0000	2390.0000	42648	42728
44006	2024-10-20	wc-completed	7-Key Kalimba Made from Coconut Shell - Painted - Tortoise	7-Key Kalimba Made from Coconut Shell - Painted & Plain		1.0000	950.0000	7661	7664
44008	2024-10-21	wc-completed	Jala Neti Pot - Ceramic 185 ml - Green	Jala Neti Pot - Ceramic 185 ml		1.0000	245.0000	5769	7971
44011	2024-10-21	wc-completed	32 Rods - Bar Chime	25 Rods - Bar Chime	MI-BCH-32	1.0000	5850.0000	42389	0
44016	2024-10-21	wc-completed	Zen Meditation Bench	Zen Meditation Bench	ME-Cu	1.0000	2565.0000	9763	0
44019	2024-10-21	wc-completed	7 Chakras Mystical Incense Sticks Set - 7 Chakra Set	7 Chakras Mystical Incense Sticks Set	IS-7C	1.0000	432.0000	7687	7688
44023	2024-10-21	wc-completed	Asalato/Aslatau or Kashaka Shaker - Pair	Asalato/Aslatau or Kashaka Shaker	MI-AS	1.0000	2205.0000	7300	9112
44024	2024-10-22	wc-completed	7 Chakras Gold - Copper Bottle	7 Chakras Gold - Copper Bottle		2.0000	1990.0000	5675	5785
44025	2024-10-23	wc-completed	Natural Lavender Scented Eye Pillows - Rose	Natural Lavender Scented Eye Pillows	Yo-P-E-RE	1.0000	355.5000	6519	6525
44026	2024-10-24	wc-completed	Flower of Life with Sacred Symbols Singing Bowls - Blue, 9 in	Flower of Life with Sacred Symbols Singing Bowls	MI-SB-RFL-B-9	1.0000	1575.0000	10035	10049
44027	2024-10-25	wc-completed	Artistically Designed Copper Bottles	Artistically Designed Copper Bottles	CB-OL-B	1.0000	18.9900	6007	42902
44027	2024-10-25	wc-completed	Copper Bottle Gift Set - 7 Chakra - Vintage	Copper Bottle Gift Set - 7 Chakra		1.0000	26.9100	6638	6648
44030	2024-10-25	wc-completed	Singing Bowls Silk Ring Cushion Accessories - 10 cms, Green	Singing Bowls Silk Ring Cushion Accessories	MI-SB-C-G-10	1.0000	245.0000	6988	7765
44030	2024-10-25	wc-completed	Singing Bowls Silk Ring Cushion Accessories - 12 cms, Orange	Singing Bowls Silk Ring Cushion Accessories	MI-SB-C-O-12	1.0000	275.0000	6988	7775
44030	2024-10-25	wc-completed	Singing Bowls Silk Ring Cushion Accessories - 16 cms, Green	Singing Bowls Silk Ring Cushion Accessories	MI-SB-C-G-16	1.0000	325.0000	6988	7786
44030	2024-10-25	wc-completed	Singing Bowls Silk Ring Cushion Accessories - 18 cms, Orange	Singing Bowls Silk Ring Cushion Accessories	MI-SB-C-O-18	1.0000	345.0000	6988	7796
44030	2024-10-25	wc-completed	Singing Bowls Silk Ring Cushion Accessories - 14 cms, Green	Singing Bowls Silk Ring Cushion Accessories	MI-SB-C-G-14	1.0000	295.0000	6988	7779
44030	2024-10-25	wc-completed	Swinging Chimes - 9 Bars	Swinging Chimes	MI-SC-9	1.0000	7895.0000	10345	10347
44031	2024-10-25	wc-completed	7 Chakras Gold - Copper Bottle	7 Chakras Gold - Copper Bottle		1.0000	1210.5000	5675	43494
44032	2024-10-26	wc-completed	Tibetan Buddhist Bell - Large 3.5*7in	Tibetan Buddhist Bell	MI-BB-3.5	1.0000	1850.0000	6973	9200
44034	2024-10-26	wc-completed	Jala Neti Pot - Ceramic 185 ml - Mint Green	Jala Neti Pot - Ceramic 185 ml	NP-MG-185	1.0000	220.5000	5769	6336
44035	2024-10-26	wc-completed	Copper Bottle Gift Set - 7 Chakra - Vintage	Copper Bottle Gift Set - 7 Chakra		2.0000	3150.0000	6638	6648
44036	2024-10-26	wc-completed	Yoga Blanket made from Organic Cotton - Natural White	Yoga Blanket made from Organic Cotton	Yo-BT-C-NT	1.0000	1295.0000	6668	6688
44037	2024-10-26	wc-completed	Yoga Blanket made from Organic Cotton - Natural White	Yoga Blanket made from Organic Cotton	Yo-BT-C-NT	1.0000	1165.5000	6668	6688
44038	2024-10-28	wc-completed	Asalato/Aslatau or Kashaka Shaker - Pair	Asalato/Aslatau or Kashaka Shaker	MI-AS	1.0000	2205.0000	7300	9112
44045	2024-10-29	wc-completed	Sacred Symbols Singing Bowls - Black, 5.5 in	Sacred Symbols Singing Bowls	MI-SB-P-SS-BK-5.5	1.0000	1795.5000	10008	10014
44052	2024-10-30	wc-completed	Bamboo Rainstick - 1m	Bamboo Rainstick	MI-RS-B-1M	1.0000	2245.5000	7484	8764
44052	2024-10-30	wc-completed	Ocean Drums - Design, 35 cms	Ocean Drums	MI-OD-D-35	1.0000	2524.5000	9529	9537
44052	2024-10-30	wc-completed	7 Chakras Mystical Incense Sticks Set - Pure Lavender	7 Chakras Mystical Incense Sticks Set		1.0000	72.0000	7687	7692
44053	2024-10-30	wc-completed	Singing Bowls with Sacred Mantra Printed - Gold, 5.5 Inches	Singing Bowls with Sacred Mantra Printed	MI-SB-P-W-5.5	1.0000	1995.0000	6807	7290
44055	2024-10-31	wc-completed	Asalato/Aslatau or Kashaka Shaker - Pair	Asalato/Aslatau or Kashaka Shaker	MI-AS	1.0000	2205.0000	7300	9112
44056	2024-10-31	wc-completed	Copper Bottle Gift Set - 7 Chakra - Vintage	Copper Bottle Gift Set - 7 Chakra		7.0000	11025.0000	6638	6648
44057	2024-10-31	wc-completed	7 Chakras Mystical Incense Sticks Set - 7 Chakra Set	7 Chakras Mystical Incense Sticks Set	IS-7C	1.0000	432.0000	7687	7688
44057	2024-10-31	wc-completed	Tibetan Buddhist Bell - Medium 3*5.5in	Tibetan Buddhist Bell	MI-BB-3	1.0000	1485.0000	6973	9199
44057	2024-10-31	wc-completed	"Wooden Mallets for Singing Bowls - Long Soft-13"", Red"	Wooden Mallets for Singing Bowls	MI-SB-M-L-R-13	1.0000	765.0000	6978	43374
44059	2024-10-31	wc-completed	Tibetan Buddhist Bell - Medium 3*5.5in	Tibetan Buddhist Bell	MI-BB-3	1.0000	1650.0000	6973	9199
44061	2024-11-01	wc-completed	Flower of Life with Sacred Symbols Singing Bowls - Brown, 8 in	Flower of Life with Sacred Symbols Singing Bowls	MI-SB-RFL-BR-8	1.0000	1550.0000	10035	10051
44062	2024-11-01	wc-completed	Singing Bowl Handmade - Flower of Life - 7 Inches			1.0000	5805.0000	7590	7596
44063	2024-11-02	wc-completed	Coconut Maracas Shaker	Coconut Maracas Shakers	MI-CM	1.0000	990.0000	7370	0
44064	2024-11-02	wc-completed	Sacred Symbols Singing Bowls - Black, 5.5 in	Sacred Symbols Singing Bowls	MI-SB-P-SS-BK-5.5	1.0000	1795.5000	10008	10014
44065	2024-11-02	wc-completed	Singing Bowl with Mantra - Rustic Blue Colour - 7 Inches	Singing Bowl with Mantra - Rustic Blue Colour	MI-SB-RB-7	1.0000	1745.0000	6861	7287
44066	2024-11-02	wc-completed	Copper Bottle Gift Set - 7 Chakra - Vintage	Copper Bottle Gift Set - 7 Chakra		1.0000	1750.0000	6638	6648
44068	2024-11-03	wc-completed	Copper Bottle Gift Set - 7 Chakra - Vintage	Copper Bottle Gift Set - 7 Chakra		1.0000	1575.0000	6638	6648
44069	2024-11-03	wc-completed	Hi-Zafu Meditation Cushion filled with Buckwheat and Embroidered with Lotus - Light Grey	Hi-Zafu Meditation Cushion - Embroidered with Lotus	Me-C-HZ-LG-E-L	1.0000	1345.0000	9291	9377
44070	2024-11-03	wc-completed	Zabuton Cushion for Meditation - Navy Blue	Zabuton Cushion for Meditation	Me-C-Zn-NB	1.0000	1665.0000	6780	6794
44070	2024-11-03	wc-completed	Zabuton Cushion for Meditation - Misty Blue	Zabuton Cushion for Meditation	Me-C-Zn-MB	1.0000	1665.0000	6780	9608
44071	2024-11-04	wc-completed	7 Chakras Mystical Incense Sticks Set - 7 Chakra Set	7 Chakras Mystical Incense Sticks Set	IS-7C	1.0000	432.0000	7687	7688
44072	2024-11-04	wc-completed	Copper Bottle Gift Set - 7 Chakra - Vintage	Copper Bottle Gift Set - 7 Chakra		1.0000	1575.0000	6638	6648
44073	2024-11-04	wc-completed	Copper Bottle Gift Set - 7 Chakra - Vintage	Copper Bottle Gift Set - 7 Chakra		1.0000	1575.0000	6638	6648
44073	2024-11-04	wc-completed	Copper Tongue Cleaner - Pack of 2, Straight	Copper Tongue Cleaner	TC-R-1	1.0000	238.5000	5042	7810
44073	2024-11-04	wc-completed	7 Chakras Gold - Copper Bottle	7 Chakras Gold - Copper Bottle		1.0000	1210.5000	5675	43494
44074	2024-11-04	wc-completed	Tingsha Bell - Plain Dark, 3 in	Tingsha Bell		1.0000	1615.5000	5763	42359
44075	2024-11-04	wc-completed	Copper Bottle Gift Set - 7 Chakra - Vintage	Copper Bottle Gift Set - 7 Chakra		1.0000	1575.0000	6638	6648
44075	2024-11-04	wc-completed	7 Chakras Copper Water Bottles	7 Chakras Copper Water Bottles	CB-7CV-B	1.0000	1210.5000	6080	43440
44080	2024-11-04	wc-completed	Yoga Blanket made from Organic Cotton - Brown	Yoga Blanket made from Organic Cotton	Yo-BT-C-BW	1.0000	1395.0000	6668	6687
44081	2024-11-04	wc-completed	Bamboo Rainstick - 40cms	Bamboo Rainstick	MI-RS-B-40	1.0000	1345.5000	7484	8762
44082	2024-11-04	wc-completed	Pangi Seed Shell Rattle	Pangi Seed Shell Rattle	MI-PS	1.0000	32.5000	7356	0
44083	2024-11-04	wc-completed	Bamboo Rainstick - 40cms	Bamboo Rainstick	MI-RS-B-40	1.0000	1495.0000	7484	8762
44086	2024-11-05	wc-completed	Jala Neti Pot - Ceramic 185 ml - Yellow	Jala Neti Pot - Ceramic 185 ml		1.0000	245.0000	5769	7972
44091	2024-11-05	wc-completed	Bamboo Rainstick - 1m	Bamboo Rainstick	MI-RS-B-1M	1.0000	2495.0000	7484	8764
44092	2024-11-05	wc-completed	Thunder Tube	Thunder Tube - Basic Edition	MI-TT-20	1.0000	1345.5000	7317	0
