excel_sku,excel_name,db_sku,product_name,attrs,slug,variant_id,match_method
MI-TD-6.3-Y,Tongue Drum-6.3 inches- Yellow,MI-TD-6.3-Y,Mini Tongue Drum,[],mini-tongue-drum,37cb2e1f-8c6a-43a4-926d-a401ec50fb52,sku_exact
MI-TD-6.3-P,Tongue Drum-6.3 inches-Purple,MI-TD-6.3-P,Mini Tongue Drum,[],mini-tongue-drum,af0465b4-7323-4dfb-bb21-c8e1e51e1ea6,sku_exact
MI-TD-6.3-G,Tongue Drum-6.3 inches-Green,MI-TD-6.3-G,Mini Tongue Drum,[],mini-tongue-drum,d78cc5b3-e86a-4b7b-8072-182a4c7e8f76,sku_exact
MI-TD-6.3-B,Tongue Drum-6.3 inches-Blue,MI-TD-6.3-B,Mini Tongue Drum,[],mini-tongue-drum,127e4191-3478-409a-b30f-84fa15580391,sku_exact
MI-DG-S-G,S Shaped Digeredoo - Green,MI-DG-S-G,S-Shaped Didgeridoo,[],s-shaped-didgeridoo,4598dce2-14d3-4cb0-a1be-24baf8b0e157,sku_exact
MI-DG-S-R,S Shaped Digeredoo - Red,MI-DG-S-R,S-Shaped Didgeridoo,[],s-shaped-didgeridoo,a8c6dc83-3032-40f8-bd2b-5e551b545d4b,sku_exact
MI-DG-S-B,S Shaped Digeredoo - Blue,MI-DG-S-B,S-Shaped Didgeridoo,[],s-shaped-didgeridoo,3c097606-0843-4561-b32a-86e98c56c17d,sku_exact
MI-DG-SP-G,Didgeredoo Spiral - Green,MI-DG-SP-G,Spiral/Snake Didgeridoo,[],spiral-snake-didgeridoo,69564ca6-c468-4e5c-85d5-b0e1df24acfc,sku_exact
MI-DG-SP-R,Didgeredoo Spiral - Red,MI-DG-SP-R,Spiral/Snake Didgeridoo,[],spiral-snake-didgeridoo,14f48be8-b6a8-4e8f-ae9b-7a7a80deeb60,sku_exact
MI-SB-RB-7,Sarveda Rustic Blue Mantra Singing Bowl | 7 Inches,MI-SB-RB-7,Singing Bowl with Mantra - Rustic Blue Colour,[],singing-bowl-with-mantra-rustic-blue-colour,2038bf11-a6ed-4d25-86f8-904d302b5b85,sku_exact
MI-SB-RB-6,Sarveda Rustic Blue Mantra Singing Bowl | 6 Inches,MI-SB-RB-6,Singing Bowl with Mantra - Rustic Blue Colour,[],singing-bowl-with-mantra-rustic-blue-colour,9eecb7d6-77d6-429f-b235-12215aed49e4,sku_exact
MI-SB-P-W-5.5,Sacred Mantra Bowls | 5.5 Inches | Gold,MI-SB-P-W-5.5,Singing Bowls with Sacred Mantra Printed,[],singing-bowls-with-sacred-mantra-printed,77fe6976-8c1e-46b1-b88f-bc48fb0b39cc,sku_exact
MI-SB-P-W-4,Sacred Mantra Bowls | 4 Inches | Gold,MI-SB-P-W-4,Singing Bowls with Sacred Mantra Printed,[],singing-bowls-with-sacred-mantra-printed,a476ff20-8873-4e32-a315-e014ec549145,sku_exact
MI-SB-P-W-3.5,Sacred Mantra Bowls | 3.5 Inches | Gold,MI-SB-P-W-3.5,Singing Bowls with Sacred Mantra Printed,[],singing-bowls-with-sacred-mantra-printed,7c48fb7b-be14-4323-9adf-d177c12a6817,sku_exact
MI-SB-P-G-5.5,Sacred Mantra Bowls | 5.5 Inches | Green,MI-SB-P-G-5.5,Singing Bowls with Sacred Mantra Printed,[],singing-bowls-with-sacred-mantra-printed,85e0295a-67d2-4d4e-812e-100436a7dba2,sku_exact
MI-SB-P-G-4,Sacred Mantra Bowls | 4 Inches | Green,MI-SB-P-G-4,Singing Bowls with Sacred Mantra Printed,[],singing-bowls-with-sacred-mantra-printed,adc0155a-3c32-4037-ae6d-6f09f0ff7b54,sku_exact
MI-SB-P-G-3.5,Sacred Mantra Bowls | 3.5 Inches | Green,MI-SB-P-G-3.5,Singing Bowls with Sacred Mantra Printed,[],singing-bowls-with-sacred-mantra-printed,0a71edc8-5f2a-46e5-83cb-f59598f5c97a,sku_exact
MI-SB-P-R-5.5,Sacred Mantra Bowls | 5.5 Inches | Red,MI-SB-P-R-5.5,Singing Bowls with Sacred Mantra Printed,[],singing-bowls-with-sacred-mantra-printed,ee6bbe41-0d68-4d27-ba00-fd108d18ac63,sku_exact
MI-SB-P-R-4,Sacred Mantra Bowls | 4 Inches | Red,MI-SB-P-R-4,Singing Bowls with Sacred Mantra Printed,[],singing-bowls-with-sacred-mantra-printed,1343337b-0d06-4675-8216-73d77fb26eed,sku_exact
MI-SB-P-R-3.5,Sacred Mantra Bowls | 3.5 Inches | Red,MI-SB-P-R-3.5,Singing Bowls with Sacred Mantra Printed,[],singing-bowls-with-sacred-mantra-printed,89501be8-b88a-4a77-95f7-bb34c88592f0,sku_exact
MI-SB-P-BK-5.5,Sacred Mantra Bowls | 5.5 Inches | Black,MI-SB-P-BK-5.5,Singing Bowls with Sacred Mantra Printed,[],singing-bowls-with-sacred-mantra-printed,77b3f819-2c04-4149-b935-4d961b7c4e97,sku_exact
MI-SB-P-BK-4,Sacred Mantra Bowls | 4 Inches | Black,MI-SB-P-BK-4,Singing Bowls with Sacred Mantra Printed,[],singing-bowls-with-sacred-mantra-printed,3c5c6e4f-f77c-4832-bbfc-4bb6a9654678,sku_exact
MI-SB-P-B-5.5,Sacred Mantra Bowls | 5.5 Inches | Blue,MI-SB-P-B-5.5,Singing Bowls with Sacred Mantra Printed,[],singing-bowls-with-sacred-mantra-printed,896ec635-03cb-4c5b-ab4a-31f2ddc58655,sku_exact
MI-SB-P-B-4,Sacred Mantra Bowls | 4 Inches | Blue,MI-SB-P-B-4,Singing Bowls with Sacred Mantra Printed,[],singing-bowls-with-sacred-mantra-printed,c2fd5452-0023-4adb-93fb-9bf648f178b3,sku_exact
MI-SB-P-B-3.5,Sacred Mantra Bowls | 3.5 Inches | Blue,MI-SB-P-B-3.5,Singing Bowls with Sacred Mantra Printed,[],singing-bowls-with-sacred-mantra-printed,9bf34f6b-d3cf-4ec9-9892-7df549e0a9b5,sku_exact
MI-SB-P-SS-BK-5.5,"Sacred Symbol Black -5.5""",MI-SB-P-SS-BK-5.5,Sacred Symbols Singing Bowls,[],sacred-symbols-singing-bowls,6745d204-a9d8-4556-9b97-83c2796cb240,sku_exact
MI-SB-P-SS-BK-4,"Sacred Symbol Black -4""",MI-SB-P-SS-BK-4,Sacred Symbols Singing Bowls,[],sacred-symbols-singing-bowls,24cf54be-df8b-427d-a1af-85620eec835f,sku_exact
MI-SB-P-SS-BK-3.5,"SacredSymbolBlack -3.5""",MI-SB-P-SS-BK-3.5,Sacred Symbols Singing Bowls,[],sacred-symbols-singing-bowls,0ad8617d-a9ee-4d34-9d3f-079cfd2bb9a5,sku_exact
MI-SB-P-SS-B-5.5,"Sacred Symbol Blue -5.5""",MI-SB-P-SS-B-5.5,Sacred Symbols Singing Bowls,[],sacred-symbols-singing-bowls,f232ba58-7196-4187-b13d-da5b9524dca3,sku_exact
MI-SB-P-SS-B-4,"Sacred Symbol Blue-4""",MI-SB-P-SS-B-4,Sacred Symbols Singing Bowls,[],sacred-symbols-singing-bowls,0dc390f0-34ef-48e8-a7fb-38bfa1ae7b81,sku_exact
MI-SB-P-SS-B-3.5,"Sacred Symbol Blue-3.5""",MI-SB-P-SS-B-3.5,Sacred Symbols Singing Bowls,[],sacred-symbols-singing-bowls,7629e054-6fb7-4fe9-a8af-9219d5c1e663,sku_exact
MI-SB-P-SS-R-5.5,"Sacred Symbol Red-5.5""",MI-SB-P-SS-R-5.5,Sacred Symbols Singing Bowls,[],sacred-symbols-singing-bowls,1db3626b-c4a6-43dd-bcad-39cccf494b28,sku_exact
MI-SB-P-SS-R-4,"Sacred Symbol Red -4""",MI-SB-P-SS-R-4,Sacred Symbols Singing Bowls,[],sacred-symbols-singing-bowls,eb5779de-7a6a-4fb4-84e6-877ab3911c11,sku_exact
MI-SB-P-SS-R-3.5,"SacredSymbol Red -3.5""",MI-SB-P-SS-R-3.5,Sacred Symbols Singing Bowls,[],sacred-symbols-singing-bowls,ea36e52d-03a0-429c-b3be-abd30636b842,sku_exact
MI-SB-P-SS-G-5.5,"Sacred Symbol Green -5.5""",MI-SB-P-SS-G-5.5,Sacred Symbols Singing Bowls,[],sacred-symbols-singing-bowls,6ae0c316-1e4e-45dd-9ada-48d17b32ec37,sku_exact
MI-SB-P-SS-G-4,"Sacred Symbol Green -4""",MI-SB-P-SS-G-4,Sacred Symbols Singing Bowls,[],sacred-symbols-singing-bowls,7e0080c2-b9da-48ac-b175-adbccb123530,sku_exact
MI-SB-P-SS-G-3.5,"Sacred Symbol Green -3.5""",MI-SB-P-SS-G-3.5,Sacred Symbols Singing Bowls,[],sacred-symbols-singing-bowls,86d6086a-d612-468e-8e67-a6f6b4b93eb3,sku_exact
MI-SB-P-SS-Y-5.5,"Sacred Symbol Yellow -5.5""",MI-SB-P-SS-Y-5.5,Sacred Symbols Singing Bowls,[],sacred-symbols-singing-bowls,83abe98d-0fd9-419e-ab51-3d8c73d28366,sku_exact
MI-SB-P-SS-Y-4,"Sacred Symbol Yellow -4""",MI-SB-P-SS-Y-4,Sacred Symbols Singing Bowls,[],sacred-symbols-singing-bowls,9851daf0-c116-485a-bac4-7c8155f7f7fd,sku_exact
MI-SB-P-SS-Y-3.5,"Sacred Symbol Yellow-3.5""",MI-SB-P-SS-Y-3.5,Sacred Symbols Singing Bowls,[],sacred-symbols-singing-bowls,74a34b23-66fc-4891-ac44-04f0455e14de,sku_exact
MI-SB-H-5.5,"Hammered Singing Bowl | 5.5""",MI-SB-H-5.5,Dotted Singing Bowl,[],dotted-singing-bowl,127601de-e5f6-4576-92bb-fe33371d4fc1,sku_exact
MI-SB-H-4,"Hammered Singing Bowl | 4""",MI-SB-H-4,Dotted Singing Bowl,[],dotted-singing-bowl,aa945852-dd52-48b0-83e9-cd39c30b9d2c,sku_exact
MI-SB-DH-5.5,"Deep Hammered Singing Bowl | 5.5""",MI-SB-DH-5.5,Dotted Singing Bowl,[],dotted-singing-bowl,8f3cda8c-86a0-44e9-bb0e-b934893d6907,sku_exact
MI-CB-W-6,"Crystal Bowl- White 6""",MI-CB-W-6,Crystal Bowls,[],crystal-bowls,84ae4161-0c18-49f8-a425-3ad25ba7cbc3,sku_exact
MI-CB-W-7,"Crystal Bowl- White 7""",MI-CB-W-7,Crystal Bowls,[],crystal-bowls,43c35970-94d5-460d-a9a9-dd483312ea96,sku_exact
MI-CB-W-8,"Crystal Bowl- White 8""",MI-CB-W-8,Crystal Bowls,[],crystal-bowls,3c94fdeb-83ee-42d0-97c3-087236683016,sku_exact
MI-CB-W-9,"Crystal Bowl- White 9""",MI-CB-W-9,Crystal Bowls,[],crystal-bowls,25344ed4-3676-4573-9126-45e38f18bc6d,sku_exact
MI-CB-W-10,"Crystal Bowl- White 10""",MI-CB-W-10,Crystal Bowls,[],crystal-bowls,9b1ccd65-eb58-4356-bf8b-7cef017fd97d,sku_exact
MI-CB-W-11,"Crystal Bowl- White 11""",MI-CB-W-11,Crystal Bowls,[],crystal-bowls,4078a27e-c01f-4ffd-b389-b5338367cef5,sku_exact
MI-CB-W-12,"Crystal Bowl- White 12""",MI-CB-W-12,Crystal Bowls,[],crystal-bowls,ef7d289f-2c58-4a4e-88a9-0c568a8628ee,sku_exact
MI-CB-W-13,"Crystal Bowl- White 13""",MI-CB-W-13,Crystal Bowls,[],crystal-bowls,909d6cda-025f-4ffd-b510-c6d210a78803,sku_exact
MI-CB-W-14,"Crystal Bowl- White 14""",MI-CB-W-14,Crystal Bowls,[],crystal-bowls,1a05c6a9-55e8-4b23-b937-e562dc5d6260,sku_exact
MI-SB-RFL-B-10.5,"Singing Bowls - Rustic. - Flower of Life - Blue -10.5""",MI-SB-RFL-B-10.5,Flower of Life with Sacred Symbols Singing Bowls,[],flower-of-life-with-sacred-symbols-singing-bowls,d2b27dcf-bbfe-43ee-be0b-f61ff548770d,sku_exact
MI-SB-RFL-B-9,"Singing Bowls - Rustic. - Flower of Life - Blue -9""",MI-SB-RFL-B-9,Flower of Life with Sacred Symbols Singing Bowls,[],flower-of-life-with-sacred-symbols-singing-bowls,97acf109-246c-4978-bde3-9bb64f5c2619,sku_exact
MI-SB-RFL-B-8,"Singing Bowls - Rustic. - Flower of Life - Blue -8""",MI-SB-RFL-B-8,Flower of Life with Sacred Symbols Singing Bowls,[],flower-of-life-with-sacred-symbols-singing-bowls,a703fab9-509a-4d31-aac8-50fc235b47d6,sku_exact
MI-SB-RFL-O-10.5,"Singing Bowls - Rustic. - Flower of Life - Olive Green -10.5""",MI-SB-RFL-O-10.5,Flower of Life with Sacred Symbols Singing Bowls,[],flower-of-life-with-sacred-symbols-singing-bowls,e519caf9-64be-415c-b421-c9163d5420c7,sku_exact
MI-SB-RFL-O-9,"Singing Bowls - Rustic. - Flower of Life - Olive Green-9""",MI-SB-RFL-O-9,Flower of Life with Sacred Symbols Singing Bowls,[],flower-of-life-with-sacred-symbols-singing-bowls,eec649b9-16ea-447e-871d-6eadea557627,sku_exact
MI-SB-RFL-O-8,"Singing Bowls - Rustic. - Flower of Life - Olive Green -8""",MI-SB-RFL-O-8,Flower of Life with Sacred Symbols Singing Bowls,[],flower-of-life-with-sacred-symbols-singing-bowls,feb11b8b-14f0-4b18-af23-4944670675e2,sku_exact
MI-SB-RFL-G-10.5,"Singing Bowls - Rustic. - Flower of Life - Green-10.5""",MI-SB-RFL-G-10.5,Flower of Life with Sacred Symbols Singing Bowls,[],flower-of-life-with-sacred-symbols-singing-bowls,32df8a42-e752-4513-b13f-18c115144563,sku_exact
MI-SB-RFL-G-9,"Singing Bowls - Rustic. - Flower of Life - Green- -9""",MI-SB-RFL-G-9,Flower of Life with Sacred Symbols Singing Bowls,[],flower-of-life-with-sacred-symbols-singing-bowls,4bafdc47-71e1-4e7e-88ba-7e05559e61d6,sku_exact
MI-SB-RFL-G-8,"Singing Bowls - Rustic. - Flower of Life - Green--8""",MI-SB-RFL-G-8,Flower of Life with Sacred Symbols Singing Bowls,[],flower-of-life-with-sacred-symbols-singing-bowls,89a8cbbb-e8e2-470e-a7d4-f0906493ae30,sku_exact
MI-SB-RFL-BR-10.5,"Singing Bowls - Rustic. - Flower of Life - Brown -10.5""",MI-SB-RFL-BR-10.5,Flower of Life with Sacred Symbols Singing Bowls,[],flower-of-life-with-sacred-symbols-singing-bowls,2ed623fd-365f-4d9a-956c-3b33b241e63b,sku_exact
MI-SB-RFL-BR-9,"Singing Bowls - Rustic. - Flower of Life - Brown -9""",MI-SB-RFL-BR-9,Flower of Life with Sacred Symbols Singing Bowls,[],flower-of-life-with-sacred-symbols-singing-bowls,36629aef-3b94-4693-a177-96480ac4482a,sku_exact
MI-SB-RFL-BR-8,"Singing Bowls - Rustic. - Flower of Life - Brown -8""",MI-SB-RFL-BR-8,Flower of Life with Sacred Symbols Singing Bowls,[],flower-of-life-with-sacred-symbols-singing-bowls,6a440a57-e76a-48c1-a4fa-fe01982d2b56,sku_exact
MI-SB-H-ET-O-C-12,"Singing Bowls Handmade Etched -Om-Chakras -12""",MI-SB-H-ET-O-C-12,Etched Handmade Singing Bowls,[],etched-handmade-singing-bowls,12949866-a47a-4753-af4c-faa222fd74bf,sku_exact
MI-SB-H-ET-O-C-11,"Singing Bowls Handmade Etched -Om-Chakras -11""",MI-SB-H-ET-O-C-11,Etched Handmade Singing Bowls,[],etched-handmade-singing-bowls,43273d74-9050-4b27-8e50-6acda33a6ecc,sku_exact
MI-SB-H-ET-O-C-10,"Singing Bowls Handmade Etched -Om-Chakras -10""",MI-SB-H-ET-O-C-10,Etched Handmade Singing Bowls,[],etched-handmade-singing-bowls,bd3fc6fd-b248-4d06-9d1e-5b18f96d716c,sku_exact
MI-SB-H-ET-O-C-9,"Singing Bowls Handmade Etched -Om-Chakras -9""",MI-SB-H-ET-O-C-9,Etched Handmade Singing Bowls,[],etched-handmade-singing-bowls,6763112e-a3b3-41ce-869a-39d748a7da22,sku_exact
MI-SB-H-ET-O-C-8,"Singing Bowls Handmade Etched -Om-Chakras -8""",MI-SB-H-ET-O-C-8,Etched Handmade Singing Bowls,[],etched-handmade-singing-bowls,ee8801df-5560-4318-9684-64a26eed4aba,sku_exact
MI-SB-H-ET-O-C-7,"Singing Bowls Handmade Etched -Om-Chakras -7""",MI-SB-H-ET-O-C-7,Etched Handmade Singing Bowls,[],etched-handmade-singing-bowls,b224ac31-ec21-4b7c-9700-4ad923adf674,sku_exact
Mi-SB-H-P-12,"Singing Bowls Handmade Polished 12""",Mi-SB-H-P-12,Handmade Singing Bowls - All Sizes,[],handmade-singing-bowls-all-sizes,fca94cb8-51be-4284-bba9-3fc28e3de874,sku_exact
Mi-SB-H-P-11,"Singing Bowls Handmade Polished-11""",Mi-SB-H-P-11,Handmade Singing Bowls - All Sizes,[],handmade-singing-bowls-all-sizes,4c1f5850-d0c3-4323-9e0d-cae6179c0d5f,sku_exact
Mi-SB-H-P-10,"Singing Bowls Handmade Polished-10""",Mi-SB-H-P-10,Handmade Singing Bowls - All Sizes,[],handmade-singing-bowls-all-sizes,41cfc38f-94e8-43ec-b0c7-3711f9bf78a2,sku_exact
Mi-SB-H-P-9,"Singing Bowls Handmade Polished 9""",Mi-SB-H-P-9,Handmade Singing Bowls - All Sizes,[],handmade-singing-bowls-all-sizes,6b618577-5ce6-4f1a-ac57-57c9c5045d37,sku_exact
Mi-SB-H-P-8,"Singing Bowls Handmade Polished-8""",Mi-SB-H-P-8,Handmade Singing Bowls - All Sizes,[],handmade-singing-bowls-all-sizes,09c448b1-4397-4bba-a3bc-9deb1ba2d5f4,sku_exact
Mi-SB-H-P-7,"Singing Bowls Handmade Polished 7""",Mi-SB-H-P-7,Handmade Singing Bowls - All Sizes,[],handmade-singing-bowls-all-sizes,d0db4a4a-b3a4-40fb-96ec-529f248c963a,sku_exact
Mi-SB-H-P-6,"Singing Bowls Handmade Polished-6""",Mi-SB-H-P-6,Handmade Singing Bowls - All Sizes,[],handmade-singing-bowls-all-sizes,dd1a8b94-d177-4b7d-a01f-f7a6f711243a,sku_exact
Mi-SB-H-P-5,"Singing Bowls Handmade Polished-5""",Mi-SB-H-P-5,Handmade Singing Bowls - All Sizes,[],handmade-singing-bowls-all-sizes,906f3893-8dc5-489a-bdd8-f470cd6f98f0,sku_exact
MI-SB-H-ET-T-12,"Singing Bowls Handmade Etched -Tara-12""",MI-SB-H-ET-T-12,Etched Handmade Singing Bowls,[],etched-handmade-singing-bowls,320d1f63-0145-4683-b83e-54461ddb1b58,sku_exact
MI-SB-H-ET-T-11,"Singing Bowls Handmade Etched -Tara-11""",MI-SB-H-ET-T-11,Etched Handmade Singing Bowls,[],etched-handmade-singing-bowls,53b46549-c727-4489-98af-c3ba67099680,sku_exact
MI-SB-H-ET-T-10,"Singing Bowls Handmade Etched -Tara-10""",MI-SB-H-ET-T-10,Etched Handmade Singing Bowls,[],etched-handmade-singing-bowls,9e6e9467-84af-4178-983d-8a8b967f1aea,sku_exact
MI-SB-H-ET-T-9,"Singing Bowls Handmade Etched -Tara-9""",MI-SB-H-ET-T-9,Etched Handmade Singing Bowls,[],etched-handmade-singing-bowls,447480a3-d61c-4041-9d08-db176b027e53,sku_exact
MI-SB-H-ET-T-8,"Singing Bowls Handmade Etched -Tara-8""",MI-SB-H-ET-T-8,Etched Handmade Singing Bowls,[],etched-handmade-singing-bowls,49b60df0-36ca-4fcc-a5e0-4d2aee73aaf0,sku_exact
MI-SB-H-ET-T-7,"Singing Bowls Handmade Etched -Tara-7""",MI-SB-H-ET-T-7,Etched Handmade Singing Bowls,[],etched-handmade-singing-bowls,5dc71aa5-a889-46a5-941d-e9f87f83b1b8,sku_exact
MI-SB-H-ET-T-6,"Singing Bowls Handmade Etched -Tara-6""",MI-SB-H-ET-T-6,Etched Handmade Singing Bowls,[],etched-handmade-singing-bowls,c4f55ad7-0e42-4824-8970-aae0bc1b9dd0,sku_exact
MI-SB-H-ET-BE-12,"Singing Bowls Handmade Etched -Buddha's Eyes-12""",MI-SB-H-ET-BE-12,Etched Handmade Singing Bowls,[],etched-handmade-singing-bowls,bfc8eb9a-a4db-494b-a772-39ca446e91b6,sku_exact
MI-SB-H-ET-BE-11,"Singing Bowls Handmade Etched -Buddha's Eyes- -11""",MI-SB-H-ET-BE-11,Etched Handmade Singing Bowls,[],etched-handmade-singing-bowls,7c7c0075-9025-4597-812f-b9a194cd648d,sku_exact
MI-SB-H-ET-BE-10,"Singing Bowls Handmade Etched Buddha's Eyes--10""",MI-SB-H-ET-BE-10,Etched Handmade Singing Bowls,[],etched-handmade-singing-bowls,52c1d6e9-9bf1-4814-8768-97c79e49d274,sku_exact
MI-SB-H-ET-BE-9,"Singing Bowls Handmade Etched -Buddha's Eyes- -9""",MI-SB-H-ET-BE-9,Etched Handmade Singing Bowls,[],etched-handmade-singing-bowls,768f04c5-2fe8-4711-8be2-77e82f26ef27,sku_exact
MI-SB-H-ET-BE-8,"Singing Bowls Handmade Etched -Buddha's Eyes--8""",MI-SB-H-ET-BE-8,Etched Handmade Singing Bowls,[],etched-handmade-singing-bowls,5b949a87-5efd-4ce2-ab07-a00fa9d8b7ee,sku_exact
MI-SB-H-ET-BE-7,"Singing Bowls Handmade Etched Buddha's Eyes--7""",MI-SB-H-ET-BE-7,Etched Handmade Singing Bowls,[],etched-handmade-singing-bowls,3844083e-477d-4bee-b988-ba9b9a168360,sku_exact
MI-SB-H-ET-BE-6,"Singing Bowls Handmade Etched -Buddha's Eyes-6""",MI-SB-H-ET-BE-6,Etched Handmade Singing Bowls,[],etched-handmade-singing-bowls,af21960e-a77b-4c39-b71b-0fef6a5572f2,sku_exact
MI-SB-H-FM-13,"Singing Bowls Handmade Full moon -13""",MI-SB-H-FM-13,Full Moon Singing Bowls - All Sizes,[],full-moon-singing-bowls-all-sizes,cdb2dd43-63db-4038-b94d-21368a67377f,sku_exact
MI-SB-H-FM-12,"Singing Bowls Handmade Full moon -12""",MI-SB-H-FM-12,Full Moon Singing Bowls - All Sizes,[],full-moon-singing-bowls-all-sizes,ba2dd0b4-4eec-4cdc-bb96-7437dacbfb74,sku_exact
MI-SB-H-FM-11,"Singing Bowls Handmade Full moon -11""",MI-SB-H-FM-11,Full Moon Singing Bowls - All Sizes,[],full-moon-singing-bowls-all-sizes,7e698177-4578-4604-a063-6dfb473429e0,sku_exact
MI-SB-H-FM-10,"Singing Bowls Handmade Full moon -10""",MI-SB-H-FM-10,Full Moon Singing Bowls - All Sizes,[],full-moon-singing-bowls-all-sizes,f51de1c4-8850-4aed-9a04-70481f221654,sku_exact
MI-SB-H-FM-9,"Singing Bowls Handmade Full moon -9""",MI-SB-H-FM-9,Full Moon Singing Bowls - All Sizes,[],full-moon-singing-bowls-all-sizes,13616bc8-0c43-4a2a-9211-9db33024d1fe,sku_exact
MI-SB-H-FM-8,"Singing Bowls Handmade Full moon -8""",MI-SB-H-FM-8,Full Moon Singing Bowls - All Sizes,[],full-moon-singing-bowls-all-sizes,70868ee0-9534-4fed-ba84-02894f03bf31,sku_exact
MI-SB-H-FM-7,"Singing Bowls Handmade Full moon -7""",MI-SB-H-FM-7,Full Moon Singing Bowls - All Sizes,[],full-moon-singing-bowls-all-sizes,cdf6e5cc-c5a4-4afe-8af0-874a90885e77,sku_exact
MI-SB-H-FM-6,"Singing Bowls Handmade Full moon -6""",MI-SB-H-FM-6,Full Moon Singing Bowls - All Sizes,[],full-moon-singing-bowls-all-sizes,17ba329f-8b0e-44df-92da-a5390bd2d1e1,sku_exact
MI-SB-H-FM-5,"Singing Bowls Handmade Full moon-5""",MI-SB-H-FM-5,Full Moon Singing Bowls - All Sizes,[],full-moon-singing-bowls-all-sizes,23c0c3e0-6e21-4405-8128-54bf5956b140,sku_exact
MI-SB-7C Set-S-M,Singing Bowls - 7 Chakras set Standard - Matte,MI-SB-7C Set-S-M,Handcrafted Set of 7 Bowls for Sound Therapy,[],handcrafted-set-of-7-bowls-for-sound-therapy,ede2fe4f-0cba-4236-b31f-93b53b8c99c1,sku_exact
MI-SB-7C Set-S-EC,Singing Bowls - 7 Chakras set Standard - Etched Chakras,MI-SB-7C Set-S-EC,Handcrafted Set of 7 Bowls for Sound Therapy,[],handcrafted-set-of-7-bowls-for-sound-therapy,645da836-a6e9-4ce0-8937-312f7a6c7a5d,sku_exact
MI-SB-7C Set-S-FM,Singing Bowls- 7 Chakras Set Standard - Full Moon,MI-SB-7C Set-S-FM,Handcrafted Set of 7 Bowls for Sound Therapy,[],handcrafted-set-of-7-bowls-for-sound-therapy,7aab066e-3ed6-4523-bd28-0733fe6ee8fc,sku_exact
MI-SB-7C Set-L-M,Singing Bowls - 7 Chakras set Large - Matte,MI-SB-7C Set-L-M,Handcrafted Set of 7 Bowls for Sound Therapy,[],handcrafted-set-of-7-bowls-for-sound-therapy,eec6528b-7eb3-448f-ba7c-fa1aa508924d,sku_exact
MI-SB-7C Set-L-EC,Singing Bowls - 7 Chakras set Large - Etched Chakras,MI-SB-7C Set-L-EC,Handcrafted Set of 7 Bowls for Sound Therapy,[],handcrafted-set-of-7-bowls-for-sound-therapy,fda8a5e6-726e-4e9d-a23c-34a3b8436e34,sku_exact
MI-SB-7C Set-L-FM,Singing Bowls- 7 Chakras Set Large Full Moon,MI-SB-7C Set-L-FM,Handcrafted Set of 7 Bowls for Sound Therapy,[],handcrafted-set-of-7-bowls-for-sound-therapy,65525658-140d-4abb-9701-e10fc9277989,sku_exact
MI-G-P-14,"Gong-Plain - 14""",MI-G-P-14,Plain/Wind Tibetan Gong,[],plain-wind-tibetan-gong,f7768e54-1d67-474f-b8c2-09b52168b6f0,sku_exact
MI-G-P-16,"Gong-Plain - 16""",MI-G-P-16,Plain/Wind Tibetan Gong,[],plain-wind-tibetan-gong,ce0c820b-a107-4b68-b703-2e0199aeef6c,sku_exact
MI-G-P-18,"Gong-Plain - 18""",MI-G-P-18,Plain/Wind Tibetan Gong,[],plain-wind-tibetan-gong,e756d3f1-826d-47cf-b9d1-f3328e300283,sku_exact
MI-G-P-20,"Gong-Plain - 20""",MI-G-P-20,Plain/Wind Tibetan Gong,[],plain-wind-tibetan-gong,39c36fe9-0590-4b1b-8808-e050f50b952e,sku_exact
MI-G-P-22,"Gong-Plain - 22""",MI-G-P-22,Plain/Wind Tibetan Gong,[],plain-wind-tibetan-gong,c0da346d-7fd0-4b93-8fa7-add5e953fdcd,sku_exact
MI-G-P-24,"Gong-Plain - 24""",MI-G-P-24,Plain/Wind Tibetan Gong,[],plain-wind-tibetan-gong,09c6c4f5-c4c6-40a4-9d70-316d062ec199,sku_exact
MI-G-P-26,"Gong-Plain - 26""",MI-G-P-26,Plain/Wind Tibetan Gong,[],plain-wind-tibetan-gong,9b30db93-05cc-4b58-9964-2531443df9d4,sku_exact
MI-G-P-28,"Gong-Plain - 28""",MI-G-P-28,Plain/Wind Tibetan Gong,[],plain-wind-tibetan-gong,e37921b4-df77-46fb-a427-55b988b5ff79,sku_exact
MI-G-ET-FOL1-14,"Gong-Etched Flower of Life 1- 14""",MI-G-ET-FOL1-14,Etched Plain/Wind Gong,[],etched-plain-wind-gong,b3e5ff1f-6af2-4379-8cb8-8856dbfd5142,sku_exact
MI-G-ET-FOL1-16,"Gong-Etched Flower of Life 1- 16""",MI-G-ET-FOL1-16,Etched Plain/Wind Gong,[],etched-plain-wind-gong,483aab23-05a6-4836-ad9b-d293efb0e0b0,sku_exact
MI-G-ET-FOL1-18,"Gong-Etched Flower of Life 1- 18""",MI-G-ET-FOL1-18,Etched Plain/Wind Gong,[],etched-plain-wind-gong,8b5fc80f-fd51-4f2a-b667-875b674b776f,sku_exact
MI-G-ET-FOL1-20,"Gong-Etched Flower of Life 1- 20""",MI-G-ET-FOL1-20,Etched Plain/Wind Gong,[],etched-plain-wind-gong,30375329-0153-47da-8995-f784c62816c2,sku_exact
