id,slug,name,status,product_type,sku,hsn,tax_class,desc_len,short_len,video,thumb_id,gallery,upsell,crosssell,shipping_meta_count,accordion_meta_count,video_meta_count,article_meta_count,pair_meta_count
10035,sarveda-flower-of-life-with-sacred-symbols-singing-bowls,Flower of Life with Sacred Symbols Singing Bowls,publish,variable,,,gst-5,4,1683,field_5fec24efe5459,10039,"10036,10037,10038,10039,10040,10041,10042,10043,10044,10045,10046,10047",a:4:{i:0;i:9795;i:1;i:43286;i:2;i:10008;i:3;i:6807;},,66,44,2,2,9
8040,sarveda-handcrafted-zen-singing-bowl,"Vibroacoustic Therapy Bowls - Universal, Belly and Head",publish,variable,,,gst-5,887,887,field_5fec24efe5459,6871,"6870,8043",a:4:{i:0;i:9795;i:1;i:8143;i:2;i:45334;i:3;i:45327;},,66,44,2,2,9
9936,sarveda-handmade-lingam-singing-bowl,Handmade Lingam Singing Bowl,draft,variable,,,gst-5,0,400,field_5fec24efe5459,9944,"9944,9945,9946,9948,9947",a:3:{i:0;i:9964;i:1;i:9949;i:2;i:9978;},,66,44,2,2,3
9949,sarveda-ishana-or-black-gold-bowl,Ishana/Black-Gold Bowl,draft,variable,,,gst-5,0,1022,field_5fec24efe5459,9962,"9958,9959,47183,47184,9960,9961",,,66,44,2,2,2
9978,sarveda-joint-bowl-or-bowl-with-a-hole,Joint Bowl or Knee Cut Bowl,publish,variable,,,gst-5,0,782,field_5fec24efe5459,9981,"9979,47187,47188,9983,9982",,,154,44,2,2,2
6519,sarveda-lavender-scented-eye-pillows-for-yoga-meditation-and-relaxation-made-with-cotton-filled-with-flaxseed,Natural Lavender Scented Eye Pillows,publish,variable,,,gst18,0,960,field_5fec24efe5459,6585,"6521,6522,6523,6587,6588,6589,6591,6937,6938,6939,6940,6941",a:4:{i:0;i:7687;i:1;i:6892;i:2;i:42648;i:3;i:6007;},,66,44,2,2,3
10008,sarveda-sacred-symbols-singing-bowls,Sacred Symbols Singing Bowls,publish,variable,,,gst-5,801,2156,field_5fec24efe5459,10033,"10024,10025,10026,10027,10028,10029,10030,10031,10032,10033,10034",,,66,44,2,2,2
9713,sarveda-tuning-forks,Tuning Fork - Single Weighted & Unweighted,publish,variable,,,gst18,0,1514,field_5fec24efe5459,9730,"9726,9727,9728,9729,9730,9731,9732,9733,9734,9735,9736,10174,10175,10176,45951,10177,10178,10179,46456",,,154,44,2,2,2
6780,sarveda-zabuton-cushion,Zabuton Cushion for Meditation,publish,variable,,,gst18,835,835,field_5fec24efe5459,9298,"9299,9300,9301,9302,9303,9304,9305,9306,9307,9308,9609,9610,9611,9612,9613,9614",a:4:{i:0;i:6755;i:1;i:6794;i:2;i:6711;i:3;i:9763;},,66,44,2,2,3
6734,sarveda-zafu-crescent,Crescent Zafu Meditation Cushion,draft,variable,,,gst-5,0,965,field_5fec24efe5459,9663,"9662,9663,9664,9665,9666,9667,9669,9668,7563,7564,6746,7105,6749,9691,9692,9693,6750,6743,6744",a:4:{i:0;i:6530;i:1;i:6689;i:2;i:6711;i:3;i:9763;},,66,44,2,2,3
6755,sarveda-zafu-cylindrical-meditation-cushion,Hi-Zafu Meditation Cushion - Filled with Buckwheat,publish,variable,,,gst18,838,838,field_5fec24efe5459,7561,"9644,9654,9653,9652,9651,9650,9649,6757,9648,9655,9285,9286,9287,9288,9289,6758,9290,6759,6760,6756,7560,7561,9647,9646,9645",,,66,44,2,2,2
6711,sarveda-zafu-round,Zafu Meditation Cushion Plain Filled with Cotton,publish,variable,,,gst18,829,829,field_5fec24efe5459,7567,"9267,9268,9269,9270,9271,9272,9273,9274,9275,9276,9277,9631,9632,9633,9635,9637,9638,9639,9640",,,66,44,2,2,2
7177,sarveda-zafu-zabuton-meditation-cushion-combo,Zafu & Zabuton Meditation Cushion Combo,publish,variable,,,gst18,682,682,field_5fec24efe5459,46863,"7184,7284,9600,9601,9602,9603,9605,9604,9306,9305,9304,9303,9299,9290",a:4:{i:0;i:9676;i:1;i:6794;i:2;i:6711;i:3;i:9763;},,66,44,2,2,3
45131,shamanic-drum-bags-ocean-drum-bags,Shamanic Drum Bags/Ocean Drum Bags,publish,variable,,,gst18,371,471,field_5fec24efe5459,45135,,,,154,44,2,2,2
7293,shamanic-drums,Shamanic Drum,publish,variable,MI-SD-B,,gst18,0,742,field_5fec24efe5459,7296,"7295,7298,9594,9595,9596,7299,10164,10165,10166,10167,10168,10169,10170,10171,10172,10173",a:4:{i:0;i:7370;i:1;i:7472;i:2;i:9529;i:3;i:10345;},,154,44,2,2,9
45449,shankh-conch,Shankh/Conch,publish,variable,,,gst-5,579,579,field_5fec24efe5459,45461,,a:4:{i:0;i:45197;i:1;i:45194;i:2;i:9529;i:3;i:7293;},,66,44,2,2,3
45485,shruthi-thali-gong-plates,Shruthi Thali/Gong Plates,publish,variable,,,gst-5,1059,1059,field_5fec24efe5459,45494,,,,154,44,2,2,2
44970,shruti-box,Shruti Box,publish,variable,,,,343,343,field_5fec24efe5459,45013,"45006,45007,45008,45009,45013,45014,45015,45016",a:4:{i:0;i:45384;i:1;i:43219;i:2;i:9795;i:3;i:44972;},,66,44,2,2,3
45127,singing-bowl-bags,Singing Bowl Bags,publish,variable,,,gst18,476,476,field_5fec24efe5459,45141,,a:4:{i:0;i:9795;i:1;i:45152;i:2;i:45289;i:3;i:45131;},,154,44,2,2,3
49832,singing-bowl-set-g-a-b,"Singing Bowl Head Set – G, A, B",publish,simple,,,,175,1973,field_5fec24efe5459,49772,,,,98,44,2,2,2
6988,singing-bowl-silk-ring-cushions-accessories,Singing Bowls Silk Ring Cushion Accessories,publish,variable,,,gst-5,0,329,field_5fec24efe5459,7759,"6993,6989,7752,7753,7754,7755,7756,7757,7758,7759,42272,42273",,,66,44,2,2,2
7887,singing-bowl-with-7-chakra-healing-from-sound-therapy,Handcrafted Set of 7 Bowls for Sound Therapy,publish,variable,,,gst-5,0,927,field_5fec24efe5459,9190,"44976,44977,44978,44979,44980,44981,44982",a:5:{i:0;i:8846;i:1;i:8802;i:2;i:8143;i:3;i:9777;i:4;i:9978;},,154,44,2,2,21
48931,singing-bowl-with-handle,Singing Bowl with Handle,publish,simple,,,,319,891,field_5fec24efe5459,49110,,,,154,44,2,2,2
6861,singing-bowl-with-mantra-rustic-blue-color,Singing Bowl with Mantra - Rustic Blue Colour,publish,variable,,,gst-5,0,603,field_5fec24efe5459,6865,,a:4:{i:0;i:7887;i:1;i:45113;i:2;i:9978;i:3;i:6807;},,66,44,2,2,9
6807,singing-bowls-with-sacred-mantra-printed,Singing Bowls with Sacred Mantra Printed,publish,variable,,,gst-5,0,603,field_5fec24efe5459,7012,,a:4:{i:0;i:9795;i:1;i:5688;i:2;i:10013;i:3;i:5763;},,66,44,2,2,3
50608,sleigh-bells-wooden-jingle-stick,Sleigh Bells Wooden Jingle Stick,publish,simple,,,gst18,192,1370,field_5fec24efe5459,50611,,,,154,44,2,2,2
49816,solar-bell,Solar Bell,publish,simple,,,gst18,148,1078,field_5fec24efe5459,49855,,,,154,44,2,2,2
45527,sound-pipe,Tune Sound Pipe,draft,variable,,,,869,1066,field_5fec24efe5459,45552,45554,,,66,44,2,2,2
7324,spiral-snake-didgeridoo,Spiral/Snake Didgeridoo,publish,variable,,,gst-5,0,1180,field_5fec24efe5459,49359,"7326,7327,7328",a:4:{i:0;i:7300;i:1;i:7307;i:2;i:10345;i:3;i:7317;},,66,44,2,2,3
6505,stainless-steel-straws,Stainless Steel Straws,publish,variable,,,gst-5,0,573,field_5fec24efe5459,6945,"6511,6512,6513,6514,6517,6945,6947,6946,6948",,,66,44,2,2,2
10345,swinging-chimes,Swinging Chimes,publish,variable,,,gst-5,972,1343,field_5fec24efe5459,10348,"10352,10351,10349,10350,10353",a:3:{i:0;i:42410;i:1;i:42389;i:2;i:7356;},,154,44,2,2,9
45327,the-beginner-set,"The Three Bowl Set - Root, Heart and Third Eye",publish,simple,,,gst-5,499,499,field_5fec24efe5459,45330,"45601,45332,45600",a:4:{i:0;i:9777;i:1;i:7887;i:2;i:7293;i:3;i:45334;},,154,44,2,2,3
45334,the-essential-set,"The Four Bowl Set - Root, Heart, Third Eye and Universal",publish,simple,,,gst-5,497,497,field_5fec24efe5459,45335,"45337,45336,45602",a:4:{i:0;i:9795;i:1;i:7887;i:2;i:44970;i:3;i:45327;},,154,44,2,2,3
45518,the-head-bowl,The Head Bowl,publish,simple,,,gst-5,1682,1682,field_5fec24efe5459,45529,45530,,,66,44,2,2,2
45477,third-eye-chakra-singing-bowl,Third Eye Chakra Singing Bowl,publish,simple,,,gst-5,1052,1052,field_5fec24efe5459,45517,"45480,45481,45482",a:4:{i:0;i:8846;i:1;i:6884;i:2;i:45113;i:3;i:45334;},,66,44,2,2,3
7317,thunder-tube,Thunder Tube - Basic Edition,publish,variable,MI-TT-20,,gst-5,0,870,field_5fec24efe5459,48928,"7319,7320,8216,7321,7322,8217,7323,8218,8176",,,66,44,2,2,2
5763,tingsha-bell,Tingsha Bell,publish,variable,,,gst-5,4,610,field_5fec24efe5459,47669,"5927,5768,6962,6963,6964,42345,42346,42347,42348,42349",,,66,44,2,2,2
50549,tuned-pipe,Tuned Pipes,publish,variable,,,,152,882,field_5fec24efe5459,50607,,,,154,44,2,2,2
48193,tuning-forks-7-chakra-set,Tuning Forks 7 Chakra Set,publish,variable,,,gst18,593,593,field_5fec24efe5459,47108,,,,154,44,2,2,2
48133,tuning-forks-activators,Tuning Fork Activators,publish,variable,,,gst18,594,594,field_5fec24efe5459,48191,,,,66,44,2,2,2
48135,tuning-forks-extensions,Tuning Fork Extensions,publish,variable,,,gst18,1089,1089,field_5fec24efe5459,48332,,,,154,44,2,2,2
48136,tuning-forks-gem-foot,Tuning Forks Gem Feet,publish,variable,,,gst18,546,410,field_5fec24efe5459,48152,,,,154,44,2,2,2
48202,tuning-forks-solfeggio-set,Tuning Forks Solfeggio Set,publish,variable,,,,558,558,field_5fec24efe5459,47108,,,,66,44,2,2,2
49818,tuning-swords-sound-therapy-instrument,Tuning Swords – Sound Therapy Instrument,draft,variable,,,gst18,172,1197,field_5fec24efe5459,49838,,,,10,44,2,2,2
8143,universal-bowl,Handmade Universal Bowl for Sound Healing,publish,simple,MI-SB-HM-UN,,gst-5,0,1105,field_5fec24efe5459,44392,"6871,6870,47186,8042,7169",a:4:{i:0;i:9964;i:1;i:7887;i:2;i:45334;i:3;i:45327;},,66,44,2,2,3
50420,wind-chimes,Wind Chimes,publish,variable,,,,391,1240,field_5fec24efe5459,50606,,,,154,44,2,2,2
50579,wooden-finger-castanet,Wooden Finger Castanet,publish,variable,,,,201,1590,field_5fec24efe5459,50593,,,,154,44,2,2,2
50572,wooden-guiro,Wooden Guiro,publish,simple,,,gst18,347,1108,field_5fec24efe5459,50577,,,,154,44,2,2,2
50964,wooden-hand-taal-khartal,Wooden Hand Taal Khartal,publish,variable,,,,150,1065,field_5fec24efe5459,50981,,,,98,44,2,2,2
6978,wooden-mallets-for-singing-bowls,Wooden Mallets for Singing Bowls,publish,variable,MI-SB-M-R-Wd-4.5,,gst-5,0,509,field_5fec24efe5459,7528,"7529,7530,7531,7532,7533,7534,7535,7536,7537,7538,7539,7540,42255,42256,42257,42258,42259,42260,42261,42262,42263,42264,42265,42266,42267,42268,42269,42270,42271",a:3:{i:0;i:6892;i:1;i:6861;i:2;i:6988;},,66,44,2,2,3
7370,wooden-maracas-shaker,Coconut Maracas Shakers,publish,variable,MI-CM,,gst-5,28,493,field_5fec24efe5459,45652,"7373,7374,7375,7376,8160,8161,8162,8163",a:3:{i:0;i:7484;i:1;i:5713;i:2;i:7404;},,66,44,2,2,3
7542,wooden-maracas-shaker-handheld-shaker,Wooden Maracas Shakers | Plain & Dot Painted,publish,variable,MI-WM,,gst-5,0,542,field_5fec24efe5459,47682,"7544,8190,8192,8191,8172,7545,7546,7547",a:4:{i:0;i:7370;i:1;i:7396;i:2;i:7472;i:3;i:7404;},,66,44,2,2,3
7478,wooden-tambourine-half-moon-2,Wooden Tambourines,publish,variable,MI-T-HM,,gst12,590,608,field_5fec24efe5459,45647,"7480,7481,8222,7482,8223,7483,8224,8176",,,66,44,2,2,2
6668,yoga-blanket,Yoga Blanket made from Organic Cotton,publish,variable,,,gst-5,0,646,field_5fec24efe5459,6671,"6669,6675,6676,6677,6678,6679,6670,6671,6672,6673,6674",a:4:{i:0;i:42648;i:1;i:9675;i:2;i:6530;i:3;i:6689;},,66,44,2,2,3
6689,yoga-bolster,Round Yoga Bolster,publish,variable,,,gst18,0,495,field_5fec24efe5459,6690,"9761,6699,6698,6696,6690,7906,6697,7907,9760,9315,9316,9625,9626,9319",a:4:{i:0;i:9675;i:1;i:6780;i:2;i:6711;i:3;i:9763;},,66,44,2,2,3
6530,yoga-strap,Yoga Belt/Strap for Sturdy Grip,publish,variable,,,gst-5,0,883,field_5fec24efe5459,7246,"6600,6601,6602,6604,7248,7242,7243,7244,7245,7246,6931,6932,6933,6934,6936,7247",,,66,44,2,2,2
9278,zafu-meditation-cushion-with-lotus-embroidery,Zafu Meditation Cushion Lotus - Embroidery Filled with Cotton,publish,variable,,,gst18,918,918,field_5fec24efe5459,9642,"9555,9556,9557,9558,9560,9267,9268,9269,9270,9271,9272,9551,9552,9553,9554,9559",a:4:{i:0;i:9291;i:1;i:9675;i:2;i:6689;i:3;i:6780;},,66,44,2,2,3
9312,zafu-zabuton-meditation-cushion-combo-with-lotus-embroidery,Zafu & Zabuton Meditation Cushion Combo - Lotus Embroidery,publish,variable,,,gst18,771,771,field_5fec24efe5459,9561,"9565,9566,9567,9562,9563,9564,9306,9305,9304,9303,9299,9290",a:4:{i:0;i:6689;i:1;i:6780;i:2;i:6711;i:3;i:9763;},,66,44,2,2,3
